Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category,Premium/Income Ratio,Policy Value/Income Ratio,Policy to Death Timeline,Death to Intimation Gap,Location Risk,Location-Based Risk,Occupation Risk Score,Product Type Risk,,Fraud Category
675,51,12,11,500000,21218.72,4,600000,0,1,10,10,94,26,607802,3,3,Unknown,5/25/2023,,,0,11,8,0.035364533,0.8333333333333334,,,94_26,506,0.3890098666666667,2.5,,Misrepresentation
676,47,11,11,1100000,46301.86,4,780000,0,1,10,10,343,8,110085,3,0,1,5/29/2023,,,0,11,8,0.059361359,1.4102564102564104,,,343_8,273,0.6529749487179488,4.230769230769231,,Misrepresentation
677,46,10,11,500000,20205.08,4,540000,0,1,10,10,6,29,202001,3,0,1,5/30/2023,,,0,11,8,0.037416815,0.9259259259259259,,,6_29,479,0.411584963,2.7777777777777777,,Misrepresentation
678,54,12,11,500000,32640.58,4,600000,0,1,10,10,349,3,781378,3,0,1,6/3/2023,,,0,11,8,0.054400967,0.8333333333333334,,,349_3,279,0.5984106333333333,2.5,,Misrepresentation
679,50,12,11,700000,36443.34,4,540000,0,1,10,10,241,29,208002,3,0,1,6/5/2023,,,0,11,8,0.067487667,1.2962962962962963,,,241_29,159,0.7423643333333332,3.888888888888889,,Misrepresentation
680,46,12,11,750000,29954.92,4,600000,0,1,10,10,254,21,764028,3,0,1,6/8/2023,,,0,11,8,0.049924866666666665,1.25,,,254_21,173,0.5491735333333333,3.75,,Misrepresentation
681,59,12,0,2500000,199464.38,4,480000,0,0,16,10,356,27,503219,3,0,8,7/10/2023,,,0,11,8,0.4155507916666667,5.208333333333333,,,356_27,287,0,15.625,,Misrepresentation
682,52,12,11,900000,29080.26,4,720000,0,0,15,10,336,3,781369,3,0,1,6/26/2023,,,0,11,8,0.040389249999999995,1.25,,,336_3,265,0.4442817499999999,3.75,,Misrepresentation
683,58,12,11,533000,30038.21,4,600000,0,0,11,10,31,3,781318,3,0,1,7/6/2023,,,0,11,8,0.050063683,0.8883333333333333,,,31_3,247,0.5507005166666666,2.665,,Misrepresentation
684,56,12,11,550000,30450.26,4,540000,0,0,10,10,336,3,781355,3,0,1,7/11/2023,,,0,11,8,0.05638937,1.0185185185185186,,,336_3,265,0.620283074,3.055555555555556,,Misrepresentation
685,52,12,11,565000,34327.3,4,669600,0,0,10,10,51,13,829116,3,0,1,7/21/2023,,,0,11,8,0.051265382,0.8437873357228196,,,51_13,459,0.5639192054958184,2.531362007168459,,Misrepresentation
686,59,10,11,1196000,100035.6,4,2400000,0,0,10,10,436,31,700144,3,0,1,7/7/2023,,,0,11,8,0.0416815,0.49833333333333335,,,436_31,376,0.45849650000000003,1.495,,Misrepresentation
687,54,12,11,500000,32640.58,4,420000,0,0,10,10,223,29,244221,3,0,1,7/15/2023,,,0,11,8,0.077715667,1.1904761904761905,,,223_29,139,0.8548723333333333,3.571428571428571,,Misrepresentation
688,57,11,11,500000,38126.82,4,800000,0,0,10,10,277,21,764002,3,0,1,7/26/2023,,,0,11,8,0.047658525,0.625,,,277_21,198,0.524243775,1.875,,Misrepresentation
689,61,12,2,1100000,59429.16,4,1260000,0,0,14,10,23,21,756032,3,0,1,7/17/2023,,,0,11,8,0.047166,0.873015873,,,23_21,157,0.094332,2.619047619047619,,Misrepresentation
690,50,12,11,600000,31237.14,4,600000,0,1,10,10,184,14,585223,3,0,1,7/20/2023,,,0,11,8,0.0520619,1,,,184_14,95,0.5726809,3,,Misrepresentation
691,49,12,11,510000,25048.66,4,576000,0,1,10,10,420,3,785705,3,0,1,7/11/2023,,,0,11,8,0.043487257,0.8854166666666666,,,420_3,359,0.47835982638888885,2.65625,,Misrepresentation
692,52,12,11,500000,29333.16,4,800000,0,1,10,10,163,13,815314,3,0,1,7/14/2023,,,0,11,8,0.03666645,0.625,,,163_13,72,0.40333095,1.875,,Misrepresentation
693,55,12,11,500000,35446.4,4,750000,0,0,10,10,163,13,815301,3,0,1,7/17/2023,,,0,11,8,0.047261866666666666,0.6666666666666666,,,163_13,72,0.5198805333333333,2,,Misrepresentation
694,57,12,11,500000,38126.82,4,828000,0,0,10,10,284,1,518001,3,0,1,7/24/2023,,,0,11,8,0.046046884,0.6038647342995169,,,284_1,206,0.5065157246376811,1.8115942028985508,,Misrepresentation
695,48,10,11,900000,41099.86,4,600000,0,0,10,10,254,21,764058,3,0,1,7/19/2023,,,0,11,8,0.068499767,1.5,,,254_21,173,0.7534974333333334,4.5,,Misrepresentation
696,55,12,11,500000,34401.4,4,600000,0,0,10,10,75,16,462001,3,0,1,7/27/2023,,,0,11,8,0.057335667,0.8333333333333334,,,75_16,485,0.6306923333333333,2.5,,Misrepresentation
697,48,11,11,500000,23068.38,4,720000,0,1,10,10,349,3,781344,3,0,1,8/25/2023,,,0,11,8,0.032039417,0.6944444444444444,,,349_3,279,0.35243358333333336,2.083333333333333,,Misrepresentation
698,50,12,11,600000,31237.14,4,504000,0,1,10,10,258,1,520001,3,0,1,7/19/2023,,,0,11,8,0.061978452,1.1904761904761905,,,258_1,177,0.6817629761904761,3.571428571428571,,Misrepresentation
699,60,12,11,550000,49100.9,4,600000,0,0,10,10,11,4,824101,3,0,1,7/27/2023,,,0,11,8,0.081834833,0.9166666666666666,,,11_4,23,0.9001831666666666,2.75,,Misrepresentation
700,50,12,11,700000,36443.34,4,912000,0,1,10,10,336,3,781340,3,0,1,7/26/2023,,,0,11,8,0.039959802631578945,0.7675438596491229,,,336_3,265,0.4395578289473684,2.3026315789473686,,Misrepresentation
701,48,12,11,700000,32295.72,4,720000,0,1,10,10,225,24,144418,3,0,1,7/27/2023,,,0,11,8,0.044855167,0.9722222222222222,,,225_24,141,0.49340683333333335,2.9166666666666665,,Misrepresentation
702,51,12,11,500000,27640.26,4,960000,0,1,10,10,192,11,125001,3,0,1,8/5/2023,,,0,11,8,0.028791938,0.5208333333333334,,,192_11,104,0.316711313,1.5625,,Misrepresentation
703,48,12,11,1120000,50385.72,4,400000,0,1,10,10,43,25,311001,3,0,1,8/8/2023,,,0,11,8,0.1259643,2.8,,,43_25,380,1.3856073,8.399999999999999,,Misrepresentation
704,51,12,11,750000,41107.68,4,700000,0,0,10,10,0,0,-,3,0,1,8/11/2023,,,0,11,8,0.058725257142857146,1.0714285714285714,,,0_0,0,0.6459778285714286,3.2142857142857144,,Misrepresentation
705,51,12,11,650000,37290.82,4,600000,0,0,10,10,80,13,829113,3,0,1,8/22/2023,,,0,11,8,0.062151366666666666,1.0833333333333333,,,80_13,491,0.6836650333333333,3.25,,Misrepresentation
706,51,12,11,550000,30404.28,4,828000,0,0,10,10,191,13,829122,3,0,1,8/17/2023,,,0,11,8,0.036720145,0.6642512077294686,,,191_13,103,0.4039215942028985,1.9927536231884058,,Misrepresentation
707,49,12,11,663000,25039.06,4,480000,0,0,10,10,353,16,487661,3,0,1,9/29/2023,,,0,11,8,0.052164708,1.38125,,,353_16,284,0.5738117916666667,4.143750000000001,,Misrepresentation
708,55,12,11,500000,34401.4,4,660000,0,0,10,10,233,3,785013,3,0,1,9/22/2023,,,0,11,8,0.052123333333333334,0.7575757575757576,,,233_3,150,0.5733566666666666,2.2727272727272725,,Misrepresentation
709,51,12,11,500000,31799.36,4,600000,0,0,10,10,274,27,507115,3,0,1,9/30/2023,,,0,11,8,0.052998933,0.8333333333333334,,,274_27,195,0.5829882666666666,2.5,,Misrepresentation
710,46,10,11,500000,20205.08,4,432000,0,1,10,10,442,16,470002,3,0,1,8/24/2023,,,0,11,8,0.046771018518518524,1.1574074074074074,,,442_16,384,0.5144812037037038,3.4722222222222223,,Misrepresentation
711,56,12,11,700000,50722.22,4,600000,0,0,10,10,401,7,491666,3,0,3,8/29/2023,,,0,11,8,0.084537033,1.1666666666666667,,,401_7,338,0.9299073666666666,3.5,,Misrepresentation
712,56,12,11,2300000,155818.9,4,1320000,0,0,15,10,0,0,-,3,0,1,8/28/2023,,,0,11,8,0.11804462121212121,1.7424242424242424,,,0_0,0,1.2984908333333334,5.2272727272727275,,Misrepresentation
713,49,12,11,1500000,74064.38,4,1000000,0,0,10,10,0,0,-,3,0,1,9/4/2023,,,0,11,8,0.07406438,1.5,,,0_0,0,0.81470818,4.5,,Misrepresentation
714,48,11,11,1350000,49926.44,4,1140000,0,0,10,10,0,0,-,3,0,1,9/1/2023,,,0,11,8,0.043795123,1.1842105263157894,,,0_0,0,0.48174635087719303,3.552631578947368,,Misrepresentation
715,42,12,8,1000000,13762.65,4,720000,0,1,30,10,0,32,-,3,3,Unknown,9/2/2023,,,0,11,8,0.019114791666666665,1.3888888888888888,,,0_32,1,0.15291833333333332,4.166666666666666,,Misrepresentation
716,52,11,11,620000,36373.1,4,636000,0,0,10,10,265,3,781137,3,0,1,9/20/2023,,,0,11,8,0.057190409,0.9748427672955975,,,265_3,185,0.6290944968553459,2.9245283018867925,,Misrepresentation
717,47,11,11,600000,25945.26,4,672000,0,1,10,10,277,21,764085,3,0,1,9/26/2023,,,0,11,8,0.038609018,0.8928571428571429,,,277_21,198,0.42469919642857135,2.678571428571429,,Misrepresentation
718,50,12,11,1250000,49115,4,960000,0,0,15,10,114,13,828121,3,0,1,9/22/2023,,,0,11,8,0.051161458,1.3020833333333333,,,114_13,17,0.5627760416666666,3.90625,,Misrepresentation
719,48,12,11,800000,36533.2,4,396000,0,1,10,10,126,14,577528,3,0,1,9/7/2023,,,0,11,8,0.092255556,2.0202020202020203,,,126_14,30,1.014811111111111,6.0606060606060606,,Misrepresentation
720,50,10,11,1000000,50912.4,4,576000,0,1,10,10,265,3,781101,3,0,1,9/18/2023,,,0,11,8,0.088389583,1.7361111111111112,,,265_3,185,0.9722854166666668,5.208333333333334,,Misrepresentation
721,51,12,11,800000,43848.2,4,2400000,0,0,10,10,104,1,516004,3,0,1,9/22/2023,,,0,11,8,0.018270083333333333,0.3333333333333333,,,104_1,6,0.20097091666666667,1,,Misrepresentation
722,55,12,11,500000,26297.42,4,550000,0,1,10,10,61,14,560038,3,0,1,9/16/2023,,,0,11,8,0.047813491,0.9090909090909091,,,61_14,470,0.5259484,2.727272727272727,,Misrepresentation
723,48,12,11,750000,27972.04,4,600000,0,1,10,10,78,7,495006,3,0,1,9/21/2023,,,0,11,8,0.046620067,1.25,,,78_7,488,0.5128207333333333,3.75,,Misrepresentation
724,46,9,11,500000,20205.08,4,480000,1,1,10,10,319,21,757037,3,0,1,9/27/2023,,,0,11,8,0.042093917,1.0416666666666667,,,319_21,246,0.4630330833333334,3.125,,Misrepresentation
725,57,12,11,1000000,75104.16,4,1440000,0,0,10,10,206,27,500035,3,0,1,9/28/2023,,,0,11,8,0.052155667,0.6944444444444444,,,206_27,120,0.5737123333333334,2.083333333333333,,Misrepresentation
726,48,11,11,1100000,49485.98,4,672000,0,1,10,10,277,21,764070,3,0,1,9/30/2023,,,0,11,8,0.073639851,1.6369047619047619,,,277_21,198,0.8100383630952381,4.910714285714286,,Misrepresentation
727,55,10,11,550000,38991.04,4,1140000,0,0,10,10,80,13,828134,3,0,1,10/20/2023,,,0,11,8,0.034202666666666666,0.4824561403508772,,,80_13,491,0.3762293333333333,1.4473684210526316,,Misrepresentation
728,49,12,11,550000,28162.76,4,780000,0,0,10,10,80,13,829104,3,0,1,10/30/2023,,,0,11,8,0.036106102564102564,0.7051282051282052,,,80_13,491,0.39716712820512823,2.1153846153846154,,Misrepresentation
729,50,12,11,800000,41273.32,4,600000,0,1,10,10,374,7,495554,3,0,3,10/5/2023,,,0,11,8,0.068788867,1.3333333333333333,,,374_7,307,0.7566775333333333,4,,Misrepresentation
730,50,12,11,800000,41273.32,4,600000,0,0,10,10,315,29,273162,3,0,1,10/10/2023,,,0,11,8,0.068788867,1.3333333333333333,,,315_29,242,0.7566775333333333,4,,Misrepresentation
731,56,12,11,500000,36230.16,4,720000,0,0,10,10,67,3,781314,3,0,1,10/18/2023,,,0,11,8,0.050319667,0.6944444444444444,,,67_3,476,0.5535163333333334,2.083333333333333,,Misrepresentation
732,47,12,11,700000,30269.48,4,500000,0,1,10,10,458,13,832104,3,0,1,10/30/2023,,,0,11,8,0.060538959999999996,1.4,,,458_13,401,0.66592856,4.199999999999999,,Misrepresentation
733,48,12,11,1200000,53984.7,4,1104000,0,1,10,10,506,13,833201,3,0,1,10/31/2023,,,0,11,8,0.048899185,1.0869565217391304,,,506_13,455,0.5378910326086956,3.260869565217391,,Misrepresentation
734,54,12,11,500000,32640.58,4,360000,0,1,10,10,282,21,770033,3,0,1,11/9/2023,,,0,11,8,0.090668278,1.3888888888888888,,,282_21,204,0.9973510555555556,4.166666666666666,,Misrepresentation
735,49,12,11,500000,24557.5,4,540000,0,1,10,10,507,11,135001,3,0,1,11/17/2023,,,0,11,8,0.045476852,0.9259259259259259,,,507_11,456,0.5002453703703704,2.7777777777777777,,Misrepresentation
736,56,11,11,500000,27682.06,4,480000,0,0,10,10,349,3,781349,3,0,1,12/21/2023,,,0,11,8,0.057670958333333334,1.0416666666666667,,,349_3,279,0.6343805416666667,3.125,,Misrepresentation
737,52,12,11,4200000,600000,0,1200000,0,0,10,10,309,4,811202,4,3,Unknown,2/25/2022,,,0,11,8,0.5,3.5,,,309_4,235,5.5,14,,Misrepresentation
738,39,12,11,4200000,600000,4,2250000,0,1,10,10,396,11,124001,4,0,1,6/16/2023,,,0,11,8,0.26666666666666666,1.8666666666666667,,,396_11,331,2.933333333333333,7.466666666666667,,Misrepresentation
739,42,11,2,17500000,2500000,4,7200000,0,0,10,10,0,0,-,4,0,1,,,,5,4,8,0.3472222222222222,2.4305555555555554,,,0_0,0,0.6944444444444444,9.722222222222221,,Misrepresentation
740,48,12,11,132000,19475.74,4,540000,0,0,13,10,204,31,712250,3,0,1,4/29/2021,,,0,11,8,0.036066185,0.24444444444444444,,,204_31,118,0.3967280370370371,0.7333333333333333,,Misrepresentation
741,45,10,11,120000,16442.46,4,400000,0,1,15,10,160,4,824235,3,0,1,12/24/2021,,,0,11,8,0.04110615,0.3,,,160_4,69,0.45216765000000003,0.8999999999999999,,Misrepresentation
742,43,12,11,400000,25309.9,4,600000,0,1,20,10,357,3,782429,3,0,1,3/8/2022,,,0,11,8,0.042183167,0.6666666666666666,,,357_3,288,0.4640148333333333,2,,Misrepresentation
743,36,12,2,335000,20524.89,4,240000,0,1,20,10,310,31,742148,3,3,Unknown,9/12/2022,,,0,11,8,0.085520375,1.3958333333333333,,,310_31,237,0.17104075,4.1875,,Misrepresentation
744,46,12,0,115000,19446.72,4,240000,0,1,12,10,337,27,508377,3,0,2,9/20/2022,,,0,11,8,0.081028,0.4791666666666667,,,337_27,266,0,1.4375,,Misrepresentation
745,49,12,2,225000,23728.54,0,215000,0,1,15,10,50,31,731224,3,3,Unknown,11/24/2022,,,0,11,8,0.1103653023255814,1.0465116279069768,,,50_31,458,0.2207306046511628,3.1395348837209305,,Misrepresentation
746,45,10,2,1000000,64068.96,4,300001,0,1,20,10,91,25,312601,3,3,Unknown,11/28/2022,,,0,11,8,0.21356248812503958,3.3333222222592593,,,91_25,503,0.42712497625007917,9.999966666777778,,Misrepresentation
747,49,10,0,165000,26229.3,4,180000,0,1,15,10,102,25,312207,3,3,Unknown,12/24/2022,,,0,11,8,0.14571833333333334,0.9166666666666666,,,102_25,4,0,2.75,,Misrepresentation
748,39,10,2,200000,13018.62,4,235000,0,1,20,10,50,31,731238,3,3,Unknown,1/6/2023,,,0,11,8,0.055398383,0.85106383,,,50_31,458,0.11079676595744682,2.5531914893617023,,Misrepresentation
749,47,10,2,250000,25858.72,0,245000,0,1,15,10,79,31,731224,3,3,Unknown,2/6/2023,,,0,11,8,0.10554579591836735,1.0204081632653061,,,79_31,489,0.2110915918367347,3.0612244897959187,,Misrepresentation
750,37,12,2,450000,28218.1,0,238000,0,1,20,10,50,31,731237,3,3,Unknown,3/17/2023,,,0,11,8,0.11856344537815125,1.8907563025210083,,,50_31,458,0.2371268907563025,5.672268907563025,,Misrepresentation
751,49,12,11,718000,120049.6,4,624000,0,1,12,10,436,31,700104,3,0,1,4/17/2023,,,0,11,8,0.19238717948717948,1.1506410256410255,,,436_31,376,2.116258974358974,3.4519230769230766,,Misrepresentation
752,49,12,0,174000,30078.32,4,360000,0,1,12,10,344,27,503123,3,0,8,5/22/2023,,,0,11,8,0.083550889,0.48333333333333334,,,344_27,274,0,1.45,,Misrepresentation
753,46,12,11,300000,29353,4,480000,0,1,15,10,336,3,781334,3,0,1,5/25/2023,,,0,11,8,0.061152083333333336,0.625,,,336_3,265,0.6726729166666667,1.875,,Misrepresentation
754,47,12,11,360000,52589,4,540000,0,1,12,10,6,29,202002,3,0,1,5/25/2023,,,0,11,8,0.097387037,0.6666666666666666,,,6_29,479,1.0712574074074075,2,,Misrepresentation
755,49,10,6,475000,79916.38,4,360000,0,1,12,10,77,29,246727,3,0,1,7/25/2023,,,0,11,8,0.22198994444444445,1.3194444444444444,,,77_29,487,1.3319396666666667,3.958333333333333,,Misrepresentation
756,46,12,0,205000,30681.32,4,300000,0,1,12,10,371,13,822123,3,0,4,9/16/2023,,,0,11,8,0.10227106666666666,0.6833333333333333,,,371_13,304,0,2.05,,Misrepresentation
757,60,12,2,1000000,16216.74,4,1260000,0,1,15,10,23,21,756032,0,3,Unknown,6/24/2022,,,0,11,8,0.012870429,0.7936507936507936,,,23_21,157,0.025740857,0,,Misrepresentation
758,55,10,11,1000000,5884.66,4,840000,0,1,5,10,357,3,782122,0,3,Unknown,5/4/2023,,,0,11,8,0.007005548,1.1904761904761905,,,357_3,288,0.077061024,0,,Misrepresentation
759,36,12,2,5000000,14575.94,4,300000,0,0,15,10,460,29,261001,3,1,Unknown,7/31/2020,7/6/2022,10/11/2022 11:23,0,11,8,0.048586467,16.666666666666668,705,97,460_29,404,0.097172933,50,,Misrepresentation
760,44,12,11,3000000,30907.74,4,1200000,0,0,30,10,437,28,799013,3,3,Unknown,10/28/2020,10/7/2022,12/2/2022 11:46,0,11,8,0.02575645,2.5,709,56,437_28,377,0.28332095,7.5,,Misrepresentation
761,48,12,11,2100000,20525.26,4,540000,0,0,15,10,204,31,712250,3,0,1,4/29/2021,,,0,11,8,0.038009741,3.888888888888889,,,204_31,118,0.41810714814814814,11.666666666666666,,Misrepresentation
762,43,5,11,5000000,23132.58,0,840000,0,0,20,10,263,11,136035,3,3,Unknown,7/23/2021,5/11/2022,9/28/2022 11:15,0,11,8,0.027538785714285717,5.9523809523809526,292,140,263_11,183,0.3029266428571429,17.857142857142858,,Misrepresentation
763,56,12,11,2000000,39950.08,4,1200000,0,0,15,10,137,3,786613,3,0,1,9/15/2021,1/4/2022,12/16/2022 13:28,0,11,8,0.033291733,1.6666666666666667,111,346,137_3,42,0.3662090666666667,5,,Misrepresentation
764,53,12,11,2000000,30727.2,4,400000,0,0,15,10,123,4,847201,3,0,1,9/4/2021,,,0,11,8,0.076818,5,,,123_4,27,0.8449979999999999,15,,Misrepresentation
765,53,10,11,2000000,36683.84,4,350000,0,0,20,10,302,31,721137,3,1,Unknown,10/22/2021,2/28/2023,3/24/2023 10:50,0,11,8,0.10481097142857142,5.714285714285714,494,24,302_31,228,1.1529206857142855,17.142857142857142,,Misrepresentation
766,45,10,11,2100000,15485.02,4,400000,0,1,15,10,160,4,824235,3,0,1,12/24/2021,,,0,11,8,0.03871255,5.25,,,160_4,69,0.42583804999999997,15.75,,Misrepresentation
767,59,12,11,2500000,52061.6,4,660000,0,0,10,10,394,16,457001,3,3,Unknown,1/7/2022,11/28/2022,3/1/2023 11:06,0,11,8,0.078881212,3.787878787878788,325,93,394_16,329,0.8676933333333333,11.363636363636363,,Misrepresentation
768,52,12,11,2000000,23047.76,4,1200000,0,0,10,10,309,4,811202,3,3,Unknown,4/25/2022,8/18/2022,9/22/2022 13:21,0,11,8,0.019206466666666665,1.6666666666666667,115,35,309_4,235,0.2112711333333333,5,,Misrepresentation
769,53,12,2,480000,48000,1,360000,0,1,10,10,96,21,754022,4,3,Unknown,6/23/2023,,,0,11,8,0.13333333333333333,1.3333333333333333,,,96_21,508,0.26666666666666666,5.333333333333333,,Misrepresentation
770,46,12,11,600000,60000,1,600000,0,1,10,10,122,7,494553,4,3,Unknown,10/31/2023,,,0,11,8,0.1,1,,,122_7,26,1.1,4,,Misrepresentation
771,48,1,11,300000,52250,4,600000,0,1,12,10,355,8,110019,3,0,1,7/20/2021,,,0,11,8,0.087083333,0.5,,,355_8,286,0.9579166666666666,1.5,,Misrepresentation
772,39,10,11,840000,104500,4,700000,0,1,15,10,386,7,492001,3,0,1,8/30/2021,,,0,11,8,0.1492857142857143,1.2,,,386_7,320,1.6421428571428573,3.5999999999999996,,Misrepresentation
773,54,12,11,270000,52250,4,1320000,0,1,12,10,0,0,-,3,0,1,12/3/2021,,,0,11,8,0.039583333,0.20454545454545456,,,0_0,0,0.4354166666666667,0.6136363636363636,,Misrepresentation
774,53,12,11,270000,52250,4,396000,0,1,12,10,83,3,788002,3,0,1,12/24/2021,,,0,11,8,0.13194444444444445,0.6818181818181818,,,83_3,494,1.4513888888888888,2.0454545454545454,,Misrepresentation
775,48,12,11,300000,52250,4,600000,0,1,12,10,385,7,496661,3,0,1,1/4/2022,,,0,11,8,0.087083333,0.5,,,385_7,319,0.9579166666666666,1.5,,Misrepresentation
776,36,12,11,1134000,188100,4,800000,0,1,12,10,508,11,134116,3,0,1,1/22/2022,,,0,11,8,0.235125,1.4175,,,508_11,457,2.586375,4.2524999999999995,,Misrepresentation
777,45,12,11,385000,51125,4,900000,0,1,15,10,215,13,815351,3,0,1,2/18/2022,,,0,11,8,0.056805555555555554,0.42777777777777776,,,215_13,130,0.6248611111111111,1.2833333333333332,,Misrepresentation
778,45,11,10,770000,104500,4,650000,0,1,15,10,412,24,148019,3,0,1,6/28/2022,,,0,11,8,0.16076923076923078,1.1846153846153846,,,412_24,350,1.6076923076923078,3.5538461538461537,,Misrepresentation
779,56,5,11,240000,52250,4,648000,0,0,12,10,243,3,782462,3,0,1,8/5/2022,,,0,11,8,0.080632716,0.37037037037037035,,,243_3,161,0.8869598765432098,1.1111111111111112,,Misrepresentation
780,43,10,2,770000,104500,4,624000,0,1,15,10,50,31,731237,3,0,1,11/4/2022,,,0,11,8,0.1674679487179487,1.233974358974359,,,50_31,458,0.3349358974358974,3.701923076923077,,Misrepresentation
781,59,12,9,315000,52250,4,700000,0,0,15,10,183,29,273165,3,0,1,12/21/2022,,,0,11,8,0.074642857,0.45,,,183_29,94,0.6717857142857143,1.35,,Misrepresentation
782,60,12,10,441000,101611.78,4,600000,0,0,15,10,258,1,521344,3,0,1,1/31/2023,,,0,11,8,0.16935296666666666,0.735,,,258_1,177,1.6935296666666666,2.205,,Misrepresentation
783,53,12,11,1995000,301994.56,4,1200000,0,0,15,10,132,13,828309,3,0,1,1/14/2023,,,0,11,8,0.2516621333333333,1.6625,,,132_13,37,2.7682834666666665,4.987500000000001,,Misrepresentation
784,60,12,9,960000,209000,4,720000,0,0,12,10,114,13,828111,3,0,1,3/18/2023,,,0,11,8,0.2902777777777778,1.3333333333333333,,,114_13,17,2.6125000000000003,4,,Misrepresentation
785,57,12,2,315000,52250,4,600000,0,0,15,10,243,3,782482,3,3,Unknown,3/22/2023,,,0,11,8,0.087083333,0.525,,,243_3,161,0.17416666666666666,1.5750000000000002,,Misrepresentation
786,55,12,11,270000,52250,4,720000,0,0,12,10,80,13,829149,3,0,1,2/24/2023,,,0,11,8,0.072569444,0.375,,,80_13,491,0.798263889,1.125,,Misrepresentation
787,60,12,9,315000,52250,4,550000,0,1,15,10,163,13,815301,3,0,1,4/21/2023,,,0,11,8,0.095,0.5727272727272728,,,163_13,72,0.855,1.7181818181818183,,Misrepresentation
788,60,11,9,480000,104500,4,780000,0,0,12,10,114,13,828201,3,0,1,3/26/2023,,,0,11,8,0.13397435897435897,0.6153846153846154,,,114_13,17,1.2057692307692307,1.8461538461538463,,Misrepresentation
789,55,10,11,270000,52250,4,372000,0,1,12,10,194,16,461228,3,0,1,3/30/2023,,,0,11,8,0.14045698924731181,0.7258064516129032,,,194_16,106,1.545026882,2.177419355,,Misrepresentation
790,55,12,11,350000,52250,4,960000,0,1,15,10,410,13,816116,3,0,1,3/31/2023,,,0,11,8,0.054427083333333334,0.3645833333333333,,,410_13,348,0.5986979166666667,1.09375,,Misrepresentation
791,49,12,2,385000,52250,4,480000,0,1,15,10,23,21,756044,3,0,1,4/4/2023,,,0,11,8,0.10885416666666667,0.8020833333333334,,,23_21,157,0.21770833333333334,2.40625,,Misrepresentation
792,50,12,11,385000,52250,4,720000,0,1,15,10,336,3,781303,3,0,1,4/12/2023,,,0,11,8,0.072569444,0.5347222222222222,,,336_3,265,0.798263889,1.6041666666666665,,Misrepresentation
793,55,11,11,700000,104500,4,600000,0,1,15,10,113,29,274702,3,0,1,4/20/2023,,,0,11,8,0.17416666666666666,1.1666666666666667,,,113_29,16,1.9158333333333333,3.5,,Misrepresentation
794,46,12,0,385000,52250,4,420000,0,1,15,10,2,27,504231,3,0,8,5/24/2023,,,0,11,8,0.1244047619047619,0.9166666666666666,,,2_27,225,0,2.75,,Misrepresentation
795,60,12,9,1200000,261250,4,2000000,0,0,12,10,191,13,825314,3,0,1,5/30/2023,,,0,11,8,0.130625,0.6,,,191_13,103,1.175625,1.7999999999999998,,Misrepresentation
796,57,12,10,630000,104500,4,480000,0,0,15,10,189,29,204101,3,0,1,5/31/2023,,,0,11,8,0.21770833333333334,1.3125,,,189_29,100,2.1770833333333335,3.9375,,Misrepresentation
797,60,12,2,315000,52250,4,450000,0,0,15,10,360,25,306701,3,0,6,6/8/2023,,,0,11,8,0.11611111111111111,0.7,,,360_25,292,0.23222222222222222,2.0999999999999996,,Misrepresentation
798,51,12,11,280800,54340,4,650000,0,1,12,10,191,13,829134,3,0,1,6/13/2023,,,0,11,8,0.0836,0.432,,,191_13,103,0.9196,1.296,,Misrepresentation
799,59,10,11,960000,209000,4,2400000,0,0,12,10,436,31,700144,3,0,1,7/6/2023,,,0,11,8,0.087083333,0.4,,,436_31,376,0.9579166666666666,1.2000000000000002,,Misrepresentation
800,56,11,11,315000,52250,4,756000,0,0,15,10,167,4,841428,3,0,1,7/24/2023,,,0,11,8,0.069113757,0.4166666666666667,,,167_4,76,0.7602513227513228,1.25,,Misrepresentation
801,60,12,9,720000,156750,4,1000000,0,0,12,10,52,13,827012,3,0,1,7/10/2023,,,0,11,8,0.15675,0.72,,,52_13,460,1.41075,2.16,,Misrepresentation
802,57,10,11,480000,104500,4,720000,3,0,12,10,30,29,243004,3,0,1,7/17/2023,,,0,11,8,0.1451388888888889,0.6666666666666666,,,30_29,236,1.596527777777778,2,,Misrepresentation
803,60,4,9,315000,52250,4,420000,3,0,15,10,124,31,734007,3,1,Unknown,8/8/2023,,,0,11,8,0.1244047619047619,0.75,,,124_31,28,1.1196428571428572,2.25,,Misrepresentation
804,48,12,10,385000,52250,4,480000,0,1,15,10,72,24,151103,3,0,1,8/8/2023,,,0,11,8,0.10885416666666667,0.8020833333333334,,,72_24,482,1.0885416666666667,2.40625,,Misrepresentation
805,53,12,11,350000,52250,4,600000,0,1,15,10,0,0,-,3,0,1,8/22/2023,,,0,11,8,0.087083333,0.5833333333333334,,,0_0,0,0.9579166666666666,1.75,,Misrepresentation
